id,customer_id,product_id,quantity,sale_price
2569,1585,8639,10,47.0
618,5611,5587,5,6.0
1674,7838,137,10,17.0
9842,2723,4947,2,68.0
23,9670,5961,10,41.0
8148,7382,2886,3,60.0
7560,3010,2269,8,92.0
7395,4893,814,10,57.0
1208,2761,2750,2,93.0
9258,2230,7316,8,32.0
5412,2998,8121,8,5.0
9910,660,137,9,10.0
9522,3517,5836,10,43.0
1502,4975,755,6,15.0
2808,2148,8430,1,31.0
2701,241,2886,1,19.0
9278,3929,5771,1,1.0
795,4024,4582,10,5.0
4579,6329,2750,2,6.0
1850,3256,2269,4,28.0
2219,6354,8428,9,74.0
7280,5161,7618,2,28.0
5408,7382,814,2,78.0
401,2470,4582,4,16.0
1252,9749,5771,3,79.0
7372,7979,2928,9,52.0
2402,6979,9072,6,78.0
1761,2470,2269,9,22.0
1945,3256,6348,2,96.0
5029,2841,4491,8,19.0
9764,9080,9072,6,64.0
4246,5161,8430,10,19.0
9540,6354,4582,6,49.0
4778,660,2886,7,54.0
6363,9173,137,6,22.0
6656,629,97,9,80.0
793,4315,298,7,98.0
4237,5619,3044,4,98.0
2675,5156,6419,1,31.0
751,6354,2928,1,8.0
9923,2230,9433,5,89.0
8093,3844,755,1,99.0
3086,451,8430,4,15.0
8974,5683,9805,6,71.0
6453,2124,2750,7,51.0
3717,3010,1657,6,13.0
952,2841,2274,5,13.0
4521,9059,4120,8,26.0
7265,3134,8639,10,82.0
5635,8863,3044,2,84.0
8027,8863,9125,8,56.0
848,9173,5771,9,22.0
4986,1825,97,6,56.0
8836,257,2274,7,81.0
6142,2308,6348,4,88.0
4887,4990,6419,7,89.0
4061,257,6630,4,66.0
7008,5619,1657,7,31.0
1747,7838,814,9,93.0
5184,2124,9125,10,56.0
9734,9657,2269,3,11.0
3813,355,9556,2,19.0
428,7665,204,3,41.0
9440,4460,2346,7,72.0
9628,3633,204,2,90.0
2014,2308,8428,8,34.0
770,661,6692,6,31.0
9359,7187,6692,3,45.0
3410,2308,137,2,43.0
3832,3316,9620,1,63.0
3775,3316,7483,4,16.0
3866,4952,5961,8,41.0
4387,7522,97,5,84.0
6703,7382,5961,2,94.0
297,6072,4120,7,83.0
9462,2521,5587,9,19.0
8103,716,2269,10,83.0
2765,3387,3225,6,53.0
4097,7310,6692,7,55.0
6781,5161,8121,5,10.0
4640,660,6692,1,1.0
354,5619,755,4,76.0
5703,6073,7316,6,37.0
599,7049,6797,8,10.0
5357,4893,2629,10,23.0
1605,3134,1516,5,92.0
1399,9115,2336,10,76.0
9817,4952,204,1,0.0
4753,6354,2750,2,10.0
2664,4085,2088,4,79.0
9232,2723,4898,6,41.0
4603,3316,9860,10,19.0
6972,2470,6692,7,4.0
6431,3387,4898,9,58.0
293,2308,9965,2,72.0
3874,4332,8430,1,63.0
3532,5156,9072,9,61.0
5411,2148,4120,8,0.0
4217,1828,1516,3,48.0
1430,2308,9620,4,26.0
5566,2521,1516,2,45.0
3761,6256,814,1,37.0
8638,5655,3044,7,81.0
4076,257,9965,4,9.0
6334,4484,9072,6,60.0
8965,7665,2928,9,39.0
8526,4990,204,6,91.0
886,9173,9805,2,41.0
8977,6157,9556,4,22.0
157,3387,1263,5,91.0
8276,4024,6692,3,5.0
7812,5550,5771,4,90.0
1194,5655,4582,5,83.0
5824,355,4898,2,11.0
3303,3256,6348,7,77.0
2907,6979,137,6,63.0
6646,2470,4947,6,74.0
4417,7433,6419,6,49.0
5230,2521,9433,10,31.0
5540,4924,1263,6,56.0
1324,9173,7618,3,96.0
7974,3135,1263,8,43.0
8069,2761,1516,6,61.0
2195,5683,2750,10,18.0
1983,7537,2269,10,51.0
4654,7979,9965,5,39.0
4690,6329,9620,2,51.0
7972,4975,5587,1,88.0
959,9080,2886,8,17.0
6774,7187,9965,8,37.0
5137,8110,6419,10,30.0
1031,4847,2274,7,48.0
5479,2470,1516,5,53.0
3740,3985,204,7,20.0
6283,661,2336,4,62.0
9084,4332,1657,8,94.0
8183,3985,4120,3,48.0
7467,2230,4947,6,4.0
8887,3316,6692,7,40.0
9183,7665,1263,9,50.0
434,6833,5836,8,65.0
2565,2308,9965,10,47.0
3205,5683,137,7,19.0
8940,2470,2928,5,34.0
2,6931,9556,1,70.0
9149,8110,4491,4,4.0
3801,1045,5961,9,3.0
3191,6157,6419,9,52.0
4434,6072,5961,5,35.0
6890,3010,9433,5,15.0
8872,3387,6419,7,75.0
757,9059,6630,10,19.0
1514,355,2336,7,13.0
5375,8863,5587,7,96.0
4686,4315,9072,4,76.0
5641,7838,2274,5,26.0
8028,9360,2269,9,5.0
1899,1045,6419,5,65.0
8907,6072,5781,5,92.0
536,6354,298,8,93.0
78,355,9965,4,70.0
3722,9059,2274,6,37.0
5531,2230,814,2,79.0
3984,4332,7316,8,50.0
9,4484,1516,5,42.0
5709,4952,6797,9,69.0
7193,8038,2336,4,83.0
9643,1828,9805,10,64.0
5718,9360,2750,8,35.0
539,2124,2336,4,85.0
5864,7187,298,5,68.0
6359,7979,2750,10,94.0
8923,2998,9860,1,39.0
2260,2470,2336,2,42.0
430,7537,7483,7,65.0
4033,3135,9556,3,89.0
6480,6931,2346,1,9.0
5605,3633,814,2,26.0
2660,2230,2269,8,88.0
5557,5415,2336,4,40.0
9476,7310,2336,2,45.0
1913,3256,6797,4,56.0
510,9670,4491,7,57.0
1644,8863,137,2,22.0
7933,4085,5781,7,86.0
3939,9173,9433,10,75.0
6513,5161,9620,4,20.0
8,4990,6797,7,15.0
6674,3387,1263,8,99.0
1419,7187,9965,7,93.0
1380,9657,1657,3,82.0
3279,4847,8121,9,99.0
279,2521,2346,5,47.0
5066,9059,9072,6,48.0
412,5156,9805,7,24.0
3703,3387,3044,5,15.0
4855,2841,3225,9,81.0
9664,8587,5781,2,11.0
7331,6256,9965,1,21.0
688,9670,6630,10,83.0
4811,3316,3044,2,75.0
7559,3134,9805,5,58.0
906,5550,4947,7,62.0
2568,4024,6630,7,75.0
2776,7838,204,8,87.0
703,7537,2629,3,6.0
5978,2124,7483,9,45.0
7870,5619,9965,8,92.0
9113,6072,9805,8,98.0
1389,9080,2336,7,5.0
3978,3823,6692,7,91.0
4863,6931,1657,5,43.0
7837,3135,2629,5,15.0
5575,661,2928,6,20.0
7951,4924,3044,1,0.0
7007,1678,5961,5,2.0
1877,5550,5587,10,7.0
7880,3844,2346,10,32.0
6578,7522,2750,3,50.0
4492,6833,8428,10,97.0
690,9657,4947,2,98.0
7248,660,7618,7,53.0
8521,7223,2928,7,85.0
5681,3010,204,4,50.0
5460,716,7316,3,93.0
8026,1828,9965,9,21.0
3687,661,2274,5,82.0
1541,3985,1263,10,67.0
7246,7522,6348,6,94.0
5754,4990,8639,7,52.0
1249,8038,5771,8,61.0
4483,3823,5781,8,10.0
4293,9080,4898,9,65.0
7312,6354,8428,8,85.0
8958,7187,6419,8,19.0
5027,2091,1263,4,94.0
1109,6931,4491,3,8.0
8006,2723,1263,10,70.0
2316,6354,6419,9,27.0
7272,8458,6630,7,23.0
4915,740,2088,7,95.0
9289,5415,4120,5,14.0
6798,5619,9556,2,25.0
2067,716,6797,7,67.0
5369,5415,755,9,76.0
1046,3135,1263,5,91.0
8854,9749,814,1,43.0
4634,8038,814,1,98.0
6961,8344,8428,5,56.0
7090,7433,9125,1,55.0
3255,6329,3225,8,15.0
9058,804,2346,5,30.0
9162,7382,6419,6,38.0
2019,5156,8428,5,8.0
349,2308,8639,4,3.0
8085,4332,4491,4,95.0
8108,3256,9965,3,9.0
1204,1825,6692,4,2.0
1975,4024,4898,9,52.0
7424,4952,2750,8,83.0
6814,9360,97,4,81.0
4524,629,2629,8,18.0
7609,3517,755,7,27.0
5507,9173,8639,8,23.0
7064,7938,8639,4,88.0
439,7938,5587,9,57.0
1725,2723,6630,9,88.0
1410,7049,9805,3,73.0
5485,7310,4582,2,4.0
357,1828,5781,6,25.0
5240,5655,2750,8,97.0
4711,5683,5836,5,53.0
9373,2148,2336,7,27.0
4015,3256,1516,1,20.0
3479,4332,137,2,37.0
3689,6256,6419,7,97.0
1030,3010,1263,9,42.0
6657,8344,97,9,67.0
3539,4332,4491,5,60.0
9672,7979,5961,8,0.0
4101,8110,9556,4,12.0
4036,2521,298,9,11.0
8514,9749,3044,6,52.0
2446,7187,3225,1,21.0
1640,7938,5961,2,93.0
5288,4893,8639,5,82.0
2933,9059,137,6,29.0
7603,5415,9433,3,83.0
5126,5683,8121,6,79.0
752,3010,4491,8,6.0
8081,2230,755,10,35.0
3847,3633,9072,6,57.0
2322,804,1263,7,55.0
6983,3633,9860,3,9.0
6948,9059,1263,3,10.0
6575,241,6419,8,36.0
5155,9749,4947,2,45.0
1135,7382,6630,5,65.0
1218,6157,7618,1,63.0
2551,7433,6692,5,76.0
4571,2230,1516,8,35.0
8347,2521,5781,2,42.0
6285,2723,9805,9,92.0
4143,2951,1657,5,25.0
2123,629,204,3,19.0
3795,629,7483,9,33.0
9794,740,3044,2,50.0
1075,2470,9805,7,54.0
6884,7382,3225,7,83.0
7572,5683,9433,9,2.0
6762,5161,8430,6,24.0
8455,5550,6797,2,28.0
5883,6157,8639,8,36.0
2239,5550,1657,3,25.0
493,1678,8121,10,74.0
9774,3135,9556,10,16.0
8285,9360,7316,5,53.0
8012,4990,2269,6,8.0
5264,9657,4120,7,90.0
2326,9657,9072,2,70.0
5922,2308,5781,2,51.0
1073,6157,3225,10,39.0
7255,716,6348,10,39.0
2964,5619,5587,2,9.0
8005,629,4898,8,48.0
9291,4024,7316,9,56.0
8722,2736,9860,6,52.0
2302,4024,9805,10,9.0
2077,9670,8121,6,54.0
9567,1045,7316,6,16.0
8582,7223,4898,6,90.0
9591,160,5587,2,9.0
938,740,9965,4,8.0
1537,5161,7316,2,30.0
2655,4893,9072,8,79.0
4238,7665,2629,8,52.0
4328,2230,2088,2,94.0
4993,5679,6419,6,1.0
8113,9670,1263,5,0.0
8527,5415,6797,8,85.0
274,3134,9965,6,25.0
6133,8587,4582,1,64.0
2161,9080,2088,9,51.0
4537,5611,2346,1,34.0
4740,3134,2629,7,44.0
4593,6931,9860,8,74.0
6621,2230,6797,10,16.0
7497,4893,5836,10,14.0
3615,2308,2750,3,9.0
7186,257,2750,9,11.0
5672,5679,7316,2,40.0
9159,4332,8121,1,65.0
7622,257,3225,5,89.0
2345,8458,7618,10,46.0
5040,6256,6692,7,40.0
5799,2736,6348,5,4.0
2875,7938,2750,8,89.0
3286,7433,5587,4,78.0
4648,1045,298,8,99.0
7793,1045,97,5,33.0
9645,8863,298,6,31.0
4230,2470,5961,10,37.0
3966,2124,9860,6,9.0
5310,3517,8121,3,49.0
8830,5683,9125,3,10.0
4641,4315,4491,6,24.0
2821,7979,9620,5,18.0
7807,1045,5836,5,80.0
1837,3517,1516,6,27.0
9584,5683,9860,7,54.0
2679,7382,9860,8,11.0
1942,241,5836,4,72.0
9720,5550,3225,8,93.0
1522,241,137,5,78.0
1260,3517,8430,3,95.0
6117,3135,4120,4,69.0
4189,8110,2629,1,20.0
465,2521,2269,3,56.0
8978,1825,1263,9,34.0
122,2998,7316,2,33.0
1338,4924,5781,8,59.0
4676,661,8430,1,34.0
2703,160,97,7,63.0
5396,5679,6348,6,71.0
35,740,5771,7,3.0
7730,6072,2886,5,13.0
8627,3214,9072,6,49.0
2156,2230,6348,7,15.0
7790,9115,7618,6,63.0
4336,804,9556,6,86.0
5427,4332,9805,8,90.0
2607,4332,755,9,14.0
1683,7310,9860,10,15.0
9587,2998,4491,7,29.0
7589,3010,5587,4,58.0
2651,2841,5836,10,70.0
6357,9059,8430,7,75.0
2519,8587,204,8,77.0
476,660,5771,2,94.0
1148,2736,5771,10,26.0
6738,2308,6419,1,26.0
8505,3844,6692,3,15.0
1489,5655,2269,6,2.0
2354,5156,8430,4,87.0
8938,2470,6348,9,87.0
1371,2148,4491,6,59.0
3189,5161,4491,10,18.0
9021,5683,2269,2,87.0
8294,7537,2750,2,80.0
6591,7665,6797,1,2.0
1534,2998,2274,9,64.0
1406,2951,3225,9,8.0
7072,7938,298,8,8.0
948,6256,814,8,92.0
9846,4460,9965,4,74.0
6116,4484,2088,10,24.0
7488,7433,8639,7,66.0
3864,7979,6348,4,24.0
8928,241,9805,2,16.0
3181,3387,204,1,93.0
9247,4024,8639,3,35.0
612,6354,9860,6,42.0
4072,4484,9072,5,81.0
669,8458,298,8,26.0
6119,3214,1516,1,56.0
4127,6833,9556,9,23.0
4536,2951,2629,8,34.0
4697,2521,4582,6,44.0
8630,4315,814,10,0.0
1130,1828,3225,8,48.0
302,661,5587,2,48.0
2335,7382,6797,4,97.0
1223,9115,7618,7,89.0
6315,2230,6630,1,4.0
8873,6072,2336,10,92.0
6491,740,5961,7,13.0
8436,661,2886,5,65.0
2412,2723,2346,4,40.0
1301,2470,5781,7,41.0
4560,2841,755,4,15.0
2617,2736,2629,2,2.0
5294,1045,2928,9,91.0
6129,6833,8639,3,59.0
4730,6073,4947,9,26.0
4610,4484,4898,1,49.0
3567,4952,7316,6,6.0
2825,7433,8639,3,35.0
4399,160,2928,2,29.0
1643,3823,6630,4,88.0
1417,5415,1516,5,0.0
4665,5619,2346,9,77.0
6364,8110,6419,1,35.0
6388,3256,1516,5,21.0
227,5611,97,6,75.0
6296,257,5771,10,32.0
8981,257,4582,10,84.0
774,2736,5587,3,36.0
4939,7979,9072,10,59.0
2534,6329,6419,3,92.0
2466,5619,137,10,92.0
4890,2148,298,8,22.0
4815,8587,6797,9,35.0
8292,4024,8430,3,61.0
7584,716,2346,10,60.0
6248,3633,2928,8,96.0
8893,8344,9433,9,62.0
8330,4460,1263,8,41.0
3434,740,1657,4,43.0
6655,3134,9556,5,51.0
6275,7310,9072,9,45.0
6712,804,4491,3,66.0
9641,8587,1516,1,74.0
738,661,4898,3,94.0
2560,9173,9965,2,31.0
7279,2841,9556,5,76.0
7808,804,3225,8,21.0
7763,7049,2750,1,57.0
6982,6833,2928,7,51.0
5831,6256,6797,1,1.0
8152,660,9433,10,35.0
5576,4332,2088,9,51.0
3374,6072,4120,5,13.0
3658,6072,9965,1,94.0
5654,4847,5836,7,94.0
7596,3010,5781,2,25.0
7190,2470,5771,3,72.0
3145,2841,4898,4,97.0
9405,9173,2886,2,89.0
5894,7979,4582,6,14.0
1100,2091,5587,8,85.0
1084,8344,6797,8,79.0
96,3633,8428,9,7.0
5598,7665,2336,4,48.0
4940,2091,137,1,12.0
779,7979,755,2,27.0
7563,9670,7618,2,54.0
9604,160,2629,4,35.0
2298,6979,2088,7,2.0
9348,451,755,5,5.0
2334,6329,4582,8,67.0
4759,3823,9072,8,50.0
3236,5586,8428,3,82.0
3249,8863,6630,1,19.0
6215,3844,8639,7,72.0
3254,9059,137,5,66.0
5116,3135,6797,10,94.0
8337,6329,9860,4,85.0
7675,2470,4582,7,31.0
3557,4484,8430,3,51.0
91,241,4582,1,50.0
7964,3134,755,4,59.0
2903,3633,4491,5,96.0
6189,5683,298,2,52.0
6822,3214,9556,3,19.0
8519,629,97,9,5.0
2268,740,298,3,17.0
7241,7838,9620,1,96.0
5247,661,137,3,93.0
5742,4952,2088,9,61.0
4595,7223,8121,4,87.0
7501,7665,2928,7,35.0
1624,8863,9860,4,56.0
4511,2951,8121,9,27.0
7893,4460,7316,7,52.0
8033,7665,1263,3,39.0
8262,5679,9860,6,81.0
7348,9059,9433,7,13.0
3124,2470,5961,8,18.0
1082,2124,1657,8,8.0
2436,2148,6797,10,81.0
5235,6157,5587,10,8.0
5935,5161,1263,4,54.0
2429,2841,4947,9,38.0
805,3316,7483,2,6.0
736,5679,9860,5,10.0
3167,3316,4582,10,24.0
9274,355,5781,8,37.0
821,5156,7316,1,12.0
8518,3135,9965,2,86.0
5219,9115,2886,1,64.0
728,6329,7483,3,50.0
3681,2761,4947,9,82.0
9524,5679,9556,4,26.0
6234,5611,9620,4,41.0
9823,9657,298,9,20.0
9456,9360,6630,5,47.0
6114,2736,6348,4,74.0
3139,7187,6797,10,45.0
5342,241,2269,3,73.0
3576,6157,2274,1,78.0
899,6073,6630,5,50.0
4867,5156,7483,6,76.0
7065,160,9860,10,22.0
6141,629,4947,1,44.0
692,1045,3225,6,93.0
6468,2148,8428,6,66.0
7370,6073,5836,9,61.0
7082,3316,7483,2,75.0
8664,6256,9556,10,50.0
850,660,2886,6,21.0
8955,7522,2629,2,11.0
617,4024,2629,3,80.0
719,160,5781,9,73.0
8747,3134,204,6,31.0
3158,3135,9965,5,8.0
4702,2230,4947,7,81.0
6398,2124,7316,3,87.0
4280,7522,2336,8,75.0
2085,1828,4491,6,49.0
2184,6931,9620,8,69.0
9668,4460,6797,1,12.0
1487,6073,5587,2,92.0
974,3256,8121,8,25.0
2129,5619,5961,7,60.0
8440,9115,9860,2,48.0
1620,1825,7316,9,85.0
5417,5586,6348,1,55.0
4882,7310,9965,10,6.0
4395,6256,1657,2,22.0
1004,7310,4120,5,51.0
1786,9080,5587,1,29.0
1448,9360,7316,8,38.0
2520,9115,2269,2,12.0
4971,2521,2346,7,86.0
4474,9115,7316,6,25.0
7588,661,1516,7,24.0
6347,257,2629,6,5.0
9550,8587,6692,1,47.0
4384,9173,5836,3,16.0
1696,3985,7316,9,96.0
1618,4332,3225,6,20.0
383,7979,5781,3,39.0
2498,9360,5836,4,7.0
2482,5619,8639,7,17.0
5009,3214,5587,4,9.0
8772,2230,9125,2,99.0
1243,5611,9125,4,7.0
1370,818,298,6,60.0
7426,5619,2886,6,16.0
278,7938,755,2,23.0
3360,3844,9125,1,57.0
5512,2148,9125,4,5.0
8608,5611,4898,5,5.0
6831,2998,4898,7,87.0
5289,3010,97,5,2.0
8256,9657,1516,10,58.0
9516,4315,4898,10,9.0
3328,660,7618,1,21.0
949,4460,2629,10,90.0
4139,9670,4120,4,68.0
4465,4484,137,7,9.0
2055,3316,814,6,43.0
5012,4315,5781,1,82.0
1035,6157,7483,7,77.0
228,3256,7483,6,66.0
6784,2521,4582,6,62.0
7155,6256,9072,1,17.0
1242,4924,9620,2,33.0
3347,5611,204,1,57.0
5203,355,2274,4,28.0
3599,4990,6692,10,39.0
1449,8458,2750,1,1.0
4861,5611,9620,7,37.0
6503,9749,6630,8,46.0
1138,9670,8639,4,2.0
9374,6073,4120,6,73.0
9492,3929,9433,10,91.0
261,3844,5587,6,65.0
7786,3633,5771,2,99.0
2425,5586,298,2,16.0
731,5586,5961,9,35.0
524,3214,9125,5,8.0
7381,4924,97,4,97.0
5942,3929,755,7,47.0
4441,4975,4491,8,49.0
6603,2951,3225,10,2.0
3754,160,5781,10,32.0
3246,818,6630,9,22.0
6179,660,6797,1,74.0
4086,804,8121,2,12.0
1984,4484,2629,7,43.0
8390,7223,755,10,95.0
7788,4484,5587,8,72.0
3621,2148,6630,4,35.0
8380,2091,7483,3,24.0
9714,9115,6797,3,47.0
2656,2723,6419,9,16.0
7632,7223,97,9,37.0
5070,9360,298,1,81.0
3825,3823,755,6,10.0
7695,2761,4120,9,92.0
9288,1585,2088,10,30.0
7129,2308,1657,2,43.0
2294,3985,3044,3,62.0
88,5415,9860,7,43.0
7237,9173,814,5,97.0
4062,7382,5771,5,18.0
1565,661,9433,6,77.0
4188,818,1516,7,48.0
3301,7938,9805,5,47.0
9028,660,5771,4,27.0
7349,3134,9805,5,65.0
6585,8038,2269,6,29.0
2779,6329,8121,1,35.0
1044,804,9433,1,5.0
989,3135,9805,1,7.0
2318,3010,8121,3,11.0
3502,7838,814,2,16.0
3398,1825,5771,4,33.0
2962,4990,9556,9,54.0
4722,9173,9620,9,38.0
9354,7838,4120,3,7.0
7734,3823,7618,2,26.0
7034,2736,7316,7,4.0
684,7310,5836,6,48.0
1336,7938,6348,3,89.0
3079,804,1263,8,80.0
6258,355,204,2,44.0
7681,8863,8428,4,91.0
5867,4332,4898,1,26.0
6287,5161,4947,6,46.0
5930,3517,6692,10,83.0
2233,1585,4898,1,68.0
8394,3823,298,7,79.0
611,6329,137,7,0.0
1256,4315,4582,10,95.0
8096,3316,6630,7,23.0
7031,3256,5836,1,56.0
95,3010,2274,4,25.0
4476,9670,7316,1,68.0
3973,9749,4491,3,25.0
8525,5683,2274,6,33.0
3064,7049,8121,9,28.0
8283,9115,3225,6,53.0
5752,8344,9860,8,51.0
1102,451,204,4,28.0
6087,716,9860,10,40.0
2138,4024,8639,3,98.0
8675,7433,4491,7,54.0
1340,8038,814,2,95.0
9339,4975,5836,10,43.0
9901,7838,2346,2,69.0
6186,8038,4120,8,42.0
7836,716,2269,5,45.0
5406,3134,5771,3,16.0
908,7838,3225,10,79.0
8035,6073,9433,5,86.0
8912,6073,1516,5,37.0
2406,2230,9965,5,74.0
6298,3214,8430,9,92.0
9908,4847,3225,9,34.0
7365,2736,9072,3,8.0
3744,4952,8430,1,76.0
3372,661,7618,4,19.0
8080,2148,4898,7,8.0
3461,3135,2629,3,82.0
4455,3214,1263,8,17.0
5564,5679,2346,5,0.0
8703,160,1263,1,10.0
5985,6157,9620,3,52.0
6219,5161,7483,3,99.0
4662,818,1516,6,80.0
1050,804,8121,1,2.0
1105,5619,9433,2,34.0
4419,2761,2928,4,25.0
3444,5586,2629,8,65.0
3916,7223,2346,6,7.0
4119,7223,8639,4,18.0
4462,2470,9805,3,99.0
3946,1825,2274,6,41.0
892,6329,137,10,16.0
3059,661,2886,6,73.0
2159,241,9860,2,14.0
2805,7310,7483,2,19.0
3933,1828,6419,6,22.0
3325,9670,2886,7,28.0
4467,5550,8428,10,11.0
969,4484,2088,4,12.0
9747,7522,2269,9,35.0
4053,3387,2088,2,91.0
8332,7665,8639,8,59.0
7364,4952,6348,4,11.0
9538,3517,5836,8,90.0
686,4847,2346,3,75.0
1387,3316,2274,8,98.0
7093,9115,3225,3,41.0
7414,716,6630,7,3.0
6420,4085,6692,3,8.0
6892,629,9433,1,48.0
5498,4484,6692,4,81.0
5118,9749,9433,4,14.0
9684,5683,8639,10,0.0
7432,5586,7483,9,46.0
9207,3134,6348,6,58.0
1927,4315,7618,8,88.0
3505,1045,3044,4,78.0
1626,818,2336,6,22.0
1955,5679,2750,6,61.0
7240,4990,9965,10,0.0
2549,451,814,5,51.0
7927,5679,9556,2,57.0
5731,7223,2088,8,77.0
3726,3387,5587,2,5.0
3235,6329,9072,9,61.0
9711,2723,5587,5,81.0
5362,4952,6797,1,35.0
7417,4975,5771,7,88.0
8442,3010,4491,7,83.0
5452,7223,5961,5,20.0
1369,5611,3044,4,34.0
7025,7838,97,3,30.0
708,7433,2750,8,43.0
6766,7433,1263,3,59.0
2987,818,298,1,57.0
1780,7382,6419,4,77.0
2144,4484,8430,8,51.0
5733,3134,2750,3,46.0
8511,2470,2629,3,82.0
9191,7665,1657,8,51.0
9824,661,5961,3,71.0
2531,629,1516,6,29.0
6863,3517,5771,9,63.0
6870,3134,2269,10,50.0
6827,4924,5587,5,37.0
3867,4024,5781,5,1.0
4548,9749,204,6,16.0
9424,3214,9433,1,17.0
8789,6256,8428,1,81.0
6460,3633,1516,2,95.0
1327,660,4491,2,84.0
4733,5683,6797,5,73.0
9994,6157,1657,1,76.0
1953,2841,7618,3,43.0
4144,3134,3225,8,2.0
3694,7187,2928,4,27.0
9408,160,204,3,41.0
8272,5683,8430,10,5.0
6051,818,9805,8,25.0
5962,2148,5587,6,47.0
5958,2521,2088,10,97.0
9477,5161,2750,9,77.0
4910,7838,4582,9,61.0
730,8458,137,5,69.0
1423,4952,3044,1,72.0
9069,2308,5961,5,80.0
9284,2124,9860,9,69.0
5523,257,9620,10,74.0
5436,8863,7483,4,80.0
9788,7665,9556,9,84.0
4394,2308,9805,2,6.0
4984,4332,2629,7,81.0
1377,4847,1516,7,14.0
9623,629,5771,2,40.0
1540,9115,5771,8,41.0
9975,6979,755,4,14.0
101,9670,298,7,25.0
7955,2521,5587,7,20.0
9478,9080,4898,8,26.0
7136,4893,6419,9,94.0
5656,5611,2269,4,47.0
7139,3134,5771,7,32.0
2282,5619,1657,1,93.0
9512,2308,4491,1,65.0
960,2951,9860,1,46.0
6305,4975,6797,8,57.0
561,4975,3225,2,2.0
8341,241,5781,4,62.0
2092,7938,4898,3,26.0
2364,2124,2886,3,30.0
1006,9360,5836,7,20.0
1179,5550,5836,2,94.0
4047,3517,5781,10,69.0
8545,7938,9965,8,90.0
6286,4990,204,4,95.0
3955,4975,814,5,21.0
1595,8458,5781,4,26.0
7185,9059,97,7,49.0
8000,4460,6692,6,22.0
4825,9080,7618,4,49.0
2080,2091,298,3,44.0
5474,6073,9965,1,31.0
5597,8344,4898,5,43.0
8066,4460,137,5,32.0
923,4315,2886,10,37.0
3465,6329,9556,10,12.0
2609,3135,2274,6,16.0
5190,7187,137,6,86.0
9652,9173,3225,4,81.0
7958,7187,5961,3,10.0
7067,6931,9072,9,19.0
5127,2091,4582,6,91.0
993,1825,7316,9,33.0
6473,7049,9556,8,80.0
8244,7187,1263,1,68.0
7723,7838,4898,3,47.0
9796,8458,9965,6,11.0
217,7433,5587,8,88.0
1607,3135,7618,10,38.0
5697,2723,7483,5,73.0
5594,3135,9433,8,22.0
3593,2951,5587,8,58.0
9097,6256,6419,4,8.0
3797,5586,755,2,76.0
7664,2521,2346,4,14.0
543,7979,3225,7,93.0
7968,5619,4898,5,73.0
8956,9749,755,9,75.0
9970,716,9965,10,75.0
4994,2521,6692,4,88.0
4463,9059,1657,4,99.0
5349,8038,3225,8,68.0
5819,7223,3044,7,86.0
2858,5679,8121,3,63.0
3577,9360,4491,8,6.0
7565,3010,6348,5,74.0
5051,3256,204,2,61.0
4035,2736,814,9,52.0
7021,7979,2346,6,5.0
9141,8110,9860,5,24.0
1727,5550,137,5,40.0
1186,9080,9860,3,97.0
1319,4484,1657,6,7.0
2766,6979,5961,4,78.0
5904,7223,9965,6,99.0
161,7938,5781,6,93.0
743,4847,2088,4,87.0
6860,7310,2346,2,53.0
9973,5611,2269,4,77.0
9134,3387,8639,4,30.0
4070,7310,1263,2,92.0
2400,6833,4898,9,28.0
3241,7838,9433,7,26.0
4232,1585,5781,4,12.0
3177,4315,814,7,53.0
8916,2470,6692,8,36.0
687,3316,7316,2,93.0
4368,660,2269,1,43.0
9182,3844,2928,5,52.0
8697,7838,8428,3,57.0
5728,2124,97,3,77.0
873,9173,2886,4,10.0
6536,804,2886,10,99.0
1500,2124,5771,10,50.0
8709,5611,4582,4,5.0
6911,6833,6348,1,31.0
287,9059,4582,3,5.0
2253,2723,8428,9,45.0
1878,2998,2750,1,63.0
3861,160,814,8,40.0
9826,660,1263,6,74.0
9936,4952,2629,6,63.0
5893,1825,204,10,81.0
1286,1045,1657,5,47.0
9921,6833,2088,8,77.0
9161,3256,6797,5,92.0
7568,804,9433,1,68.0
4191,660,9620,6,10.0
9153,9115,6419,6,81.0
9532,5655,9620,2,47.0
5777,2308,2629,10,42.0
531,9670,5587,10,17.0
7764,3316,8430,1,99.0
513,5611,2886,1,49.0
8301,4315,4582,5,7.0
6662,257,2336,8,66.0
1654,2998,2346,4,55.0
8168,9670,9965,8,42.0
2865,4893,2088,6,84.0
9003,4952,2928,2,98.0
8621,2470,298,6,95.0
2797,2124,2346,4,30.0
378,3135,9072,6,5.0
6709,3214,2629,2,50.0
3274,4085,7316,5,29.0
2398,3823,2274,1,93.0
8045,5586,4582,9,72.0
9547,9360,8428,7,73.0
8951,7049,9965,9,34.0
1531,3985,204,10,7.0
6071,5655,3044,9,40.0
6898,7049,5781,3,89.0
2514,5156,137,3,21.0
3894,7433,5771,8,7.0
9088,3256,8121,5,36.0
2502,804,2274,10,74.0
9932,5586,9860,2,39.0
9430,2230,7316,10,97.0
4354,451,6692,7,37.0
3564,716,9965,5,28.0
9742,7537,2750,10,55.0
9221,4315,5836,6,5.0
557,2091,3044,6,1.0
5227,8458,2269,9,28.0
